"DepartmentKey","Address","City","County","DepartmentName","DepartmentSpecialty","DepartmentType","PostalCode","CensusTract"
2579,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","GERIPSYCH-6EAST","*Unspecified","*Unknown","66604",20177003603
2580,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","GERIPSYCH-6EAST","*Unspecified","*Unknown","66604",20177003603
2581,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","GERIPSYCH-6EAST","*Unspecified","*Unknown","66604",20177003603
2582,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","GERIPSYCH-6EAST","*Unspecified","*Unknown","66604",20177003603
2583,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","GERIPSYCH-6EAST","*Unspecified","*Unknown","66604",20177003603
2584,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","GERIPSYCH-6EAST","*Unspecified","*Unknown","66604",20177003603
2585,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","GERIPSYCH-6EAST","*Unspecified","*Unknown","66604",20177003603
2586,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","GERIPSYCH-6EAST","*Unspecified","*Unknown","66604",20177003603
2587,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","GERIPSYCH-6EAST","*Unspecified","*Unknown","66604",20177003603
2588,"1979 Milky Way","VERONA","*Unspecified","EMH EMERGENCY","Emergency Medicine","ED","53593",55025012700
2589,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","GERIPSYCH-6EAST","*Unspecified","*Unknown","66604",20177003603
2590,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","GERIPSYCH-6EAST","*Unspecified","*Unknown","66604",20177003603
2591,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","GERIPSYCH-6EAST","*Unspecified","*Unknown","66604",20177003603
2592,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2593,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2594,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2595,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2596,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2597,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2598,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2599,"1979 Milky Way","VERONA","*Unspecified","EMH EMERGENCY","Emergency Medicine","ED","53593",55025012700
2600,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2601,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2602,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2603,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2604,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2605,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2606,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2607,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2608,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2609,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2610,"1979 Milky Way","VERONA","*Unspecified","EMH EMERGENCY","Emergency Medicine","ED","53593",55025012700
2611,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2612,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2613,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2614,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2615,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2616,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2617,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2618,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2619,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2620,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2621,"1979 Milky Way","VERONA","*Unspecified","EMH EMERGENCY","Emergency Medicine","ED","53593",55025012700
2622,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2623,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2624,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2625,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2626,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2627,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2628,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2629,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2630,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2631,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2632,"1979 Milky Way","VERONA","*Unspecified","EMH EMERGENCY","Emergency Medicine","ED","53593",55025012700
2633,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2634,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2635,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2636,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2637,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2638,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2639,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2640,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2641,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2642,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2643,"1979 Milky Way","VERONA","*Unspecified","EMH EMERGENCY","Emergency Medicine","ED","53593",55025012700
2644,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2645,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2646,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2647,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2648,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2649,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2650,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2651,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2652,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2653,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2654,"1979 Milky Way","VERONA","*Unspecified","EMH EMERGENCY","Emergency Medicine","ED","53593",55025012700
2655,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2656,"1500 SW 10th Ave","Topeka","SHAWNEE","EMERGENCY DEPARTMENT","Emergency Medicine","ED","66604",20177003603
2657,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2658,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2659,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2660,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2661,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2662,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2663,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2664,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2665,"1979 Milky Way","VERONA","*Unspecified","EMH EMERGENCY","Emergency Medicine","ED","53593",55025012700
2666,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2667,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2668,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2669,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2670,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2671,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2672,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2673,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2674,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2675,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2676,"1979 Milky Way","VERONA","*Unspecified","EMH EMERGENCY","Emergency Medicine","ED","53593",55025012700
2677,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2678,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2679,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2680,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2681,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2682,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2683,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2684,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2685,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2686,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2687,"1979 Milky Way","VERONA","*Unspecified","EMH EMERGENCY","Emergency Medicine","ED","53593",55025012700
2688,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2689,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2690,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2691,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2692,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2693,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2694,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2695,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2696,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2697,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2698,"1979 Milky Way","VERONA","*Unspecified","EMH EMERGENCY","Emergency Medicine","ED","53593",55025012700
2699,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2700,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2701,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2702,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2703,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2704,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2705,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2706,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2707,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2708,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2709,"1979 Milky Way","VERONA","*Unspecified","EMH NURSERY","*Unspecified","*Unknown","53593",55025012700
2710,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2711,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2712,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2713,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2714,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2715,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2716,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2717,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2718,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2719,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2720,"1979 Milky Way","VERONA","*Unspecified","EHS URGENT CARE","Urgent Care","ED","53593",55025012700
2721,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2722,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2723,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2724,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2725,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2726,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2727,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2728,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2729,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2730,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2731,"1979 Milky Way","VERONA","*Unspecified","EHS URGENT CARE","Urgent Care","ED","53593",55025012700
2732,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2733,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2734,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2735,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2736,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2737,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2738,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2739,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2740,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2741,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2742,"1979 Milky Way","VERONA","*Unspecified","EHS URGENT CARE","Urgent Care","ED","53593",55025012700
2743,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2744,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2745,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2746,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2747,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2748,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2749,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2750,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2751,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2752,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2753,"1979 Milky Way","VERONA","*Unspecified","EHS URGENT CARE","Urgent Care","ED","53593",55025012700
2754,"1500 SW 10th Ave","Topeka","SHAWNEE","PRE-POST","*Unspecified","OR","66604",20177003603
2755,"1615 SW 8th Avenue","Topeka","SHAWNEE","SLEEP CENTER","Sleep Medicine","HOD","66606",20177000500
2756,"1615 SW 8th Avenue","Topeka","SHAWNEE","SLEEP CENTER","Sleep Medicine","HOD","66606",20177000500
2757,"1615 SW 8th Avenue","Topeka","SHAWNEE","SLEEP CENTER","Sleep Medicine","HOD","66606",20177000500
2758,"1615 SW 8th Avenue","Topeka","SHAWNEE","SLEEP CENTER","Sleep Medicine","HOD","66606",20177000500
2759,"1615 SW 8th Avenue","Topeka","SHAWNEE","SLEEP CENTER","Sleep Medicine","HOD","66606",20177000500
2760,"1615 SW 8th Avenue","Topeka","SHAWNEE","SLEEP CENTER","Sleep Medicine","HOD","66606",20177000500
2761,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","SR PARTIAL HOSP PROG","*Unspecified","HOD",NA,NA
2762,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","SR PARTIAL HOSP PROG","*Unspecified","HOD",NA,NA
2763,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","SR PARTIAL HOSP PROG","*Unspecified","HOD",NA,NA
2764,"1979 Milky Way","VERONA","*Unspecified","EHS URGENT CARE","Urgent Care","ED","53593",55025012700
2765,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","SR PARTIAL HOSP PROG","*Unspecified","HOD",NA,NA
2766,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","SR PARTIAL HOSP PROG","*Unspecified","HOD",NA,NA
2767,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","SR PARTIAL HOSP PROG","*Unspecified","HOD",NA,NA
2768,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","SR PARTIAL HOSP PROG","*Unspecified","HOD",NA,NA
2769,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","SR PARTIAL HOSP PROG","*Unspecified","HOD",NA,NA
2770,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","SR PARTIAL HOSP PROG","*Unspecified","HOD",NA,NA
2771,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","SR PARTIAL HOSP PROG","*Unspecified","HOD",NA,NA
2772,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","SR PARTIAL HOSP PROG","*Unspecified","HOD",NA,NA
2773,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","SR PARTIAL HOSP PROG","*Unspecified","HOD",NA,NA
2774,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","SR PARTIAL HOSP PROG","*Unspecified","HOD",NA,NA
2775,"1979 Milky Way","VERONA","*Unspecified","EMH NURSERY","*Unspecified","*Unknown","53593",55025012700
2776,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","SR PARTIAL HOSP PROG","*Unspecified","HOD",NA,NA
2777,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","SR PARTIAL HOSP PROG","*Unspecified","HOD",NA,NA
2778,"1500 SW 10th Ave 340B00935100SV","Topeka","SHAWNEE","SR PARTIAL HOSP PROG","*Unspecified","HOD",NA,NA
2779,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2780,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2781,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2782,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2783,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2784,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2785,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2786,"1979 Milky Way","VERONA","*Unspecified","EMH NURSERY","*Unspecified","*Unknown","53593",55025012700
2787,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2788,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2789,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2790,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2791,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2792,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2793,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2794,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2795,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2796,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2797,"1979 Milky Way","VERONA","*Unspecified","EMH NURSERY","*Unspecified","*Unknown","53593",55025012700
2798,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2799,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2800,"920 SW Washburn Ave 340B00935100SV","Topeka","SHAWNEE","SLEEP LAB","*Unspecified","HOD",NA,NA
2801,"1500 SW 10th Ave","Topeka","SHAWNEE","ULTRASOUND","Radiology","HOD","66604",20177003603
2802,"1500 SW 10th Ave","Topeka","SHAWNEE","ULTRASOUND","Radiology","HOD","66604",20177003603
2803,"1500 SW 10th Ave","Topeka","SHAWNEE","ULTRASOUND","Radiology","HOD","66604",20177003603
2804,"1500 SW 10th Ave","Topeka","SHAWNEE","ULTRASOUND","Radiology","HOD","66604",20177003603
2805,"1500 SW 10th Ave","Topeka","SHAWNEE","ULTRASOUND","Radiology","HOD","66604",20177003603
2806,"1500 SW 10th Ave","Topeka","SHAWNEE","ULTRASOUND","Radiology","HOD","66604",20177003603
2807,"1500 SW 10th Ave","Topeka","SHAWNEE","ULTRASOUND","Radiology","HOD","66604",20177003603
2808,"1979 Milky Way","VERONA","*Unspecified","EMH NURSERY","*Unspecified","*Unknown","53593",55025012700
2809,"1500 SW 10th Ave","Topeka","SHAWNEE","ULTRASOUND","Radiology","HOD","66604",20177003603
2810,"1500 SW 10th Ave","Topeka","SHAWNEE","ULTRASOUND","Radiology","HOD","66604",20177003603
